         788351 function calls (782314 primitive calls) in 19.808 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1447(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:191(<setcomp>)
       79    0.000    0.000    0.000    0.000 /usr/lib/python3.11/signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:383(_IPAddressBase)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.11/signal.py:16(<lambda>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:92(_is_single_bit)
       35    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/array_manager.py:141(get_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1315(time)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:266(_check_generic)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:129(<setcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/util.py:186(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:894(_parse_flags)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_compat_pickle.py:165(<genexpr>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1229(__hash__)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/overrides.py:216(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/__init__.py:216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1720(ArgumentParser)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1663(<genexpr>)
       48    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1067(StreamHandler)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:415(_check_int_address)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:316(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6505(MaskedConstant)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:1284(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/queues.py:337(SimpleQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:439(LibraryLoader)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:313(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:289(update)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/timer_manager.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:1315(_replace_dtype_fields)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:868(__eq__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:253(escape)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:440(__repr__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:778(parent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_iotools.py:229(NameValidator)
        6    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1303(Manager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/queue.py:258(_PySimpleQueue)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/getlimits.py:692(max)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1378(_fixupParents)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:995(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/_binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/array_manager.py:7(PixilArray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:372(StackSummary)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:453(_E)
       34    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:1519(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageFont.py:225(FreeTypeFont)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1340(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:150(dirname)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:60(_SelectorMapping)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/drawing_objects.py:38(ThreadedBurnoutManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:224(Condition)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:2147(IPv6Interface)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1792(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/compat/_inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:256(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:441(_setdef)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:177(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_datasource.py:196(DataSource)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/compat/_inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:248(_ctypes)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:890(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageFont.py:98(ImageFont)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:637(Barrier)
        1    0.000    0.000    0.000    0.000 {built-in method posix.isatty}
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       14    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:232(_PosixFlavour)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/shared/command_queue.py:210(QueueManager)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:809(__members__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/Image.py:3597(Exif)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/decoder.py:343(raw_decode)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:216(_getintp_ctype)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:347(__new__)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/string.py:57(Template)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:286(seek)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/compat/_inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:280(LogRecord)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:638(TracebackException)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/terminal_handler.py:45(TerminalHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:613(_Stream)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/arrayterator.py:16(Arrayterator)
       16    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1668(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6608(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:363(Barrier)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:663(SocketIO)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_add_newdocs_scalars.py:79(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:220(Process)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:822(_maintain_shutdown_locks)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_version.py:14(NumpyVersion)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ctypeslib.py:191(_ndptr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/function_base.py:2117(vectorize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:8197(_convert2ma)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:347(Connection)
       20    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:224(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:2372(_MaskedPrintOption)
        2    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/array_manager.py:23(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copyreg.py:12(pickle)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1630(_simple_enum)
       24    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:90(RLock)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.11/__future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/hmac.py:27(HMAC)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:426(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1308(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1662(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageFont.py:888(TransposedFont)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/__init__.py:255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/gettext.py:113(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:905(FloatingFormat)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:797(is_package)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:215(__init_subclass__)
        9    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:240(splitroot)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:247(FrameSummary)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:117(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/arrayprint.py:1351(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:257(__init__)
        1    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:516(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:191(<listcomp>)
       24    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:6310(mvoid)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(_resolve_filename)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:323(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1317(_make_invoke_excepthook)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1376(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:2317(_create)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/connection.py:431(Listener)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1005(_set_native_id)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/string.py:188(Formatter)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:202(_checkLevel)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:964(create_module)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/__init__.py:405(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/getlimits.py:32(MachArLike)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:531(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:200(_Framer)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:811(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/rgb_matrix_lib/bitmap_font.py:216(BitmapFontAdapter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:130(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/_globals.py:80(__new__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:861(_DomainGreater)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/gettext.py:258(NullTranslations)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:1283(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:571(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:972(absolute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/pixil_utils/script_manager.py:11(ScriptManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/context.py:283(SpawnProcess)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/extras.py:320(_fromnxfunction_allargs)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:715(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pi/Lightshow/git/Pixil.py:82(initialize_metrics)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:711(BufferingFormatter)
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:614(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/json/encoder.py:74(JSONEncoder)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:972(__set_name__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/records.py:308(recarray)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:2589(MaskedIterator)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/util.py:48(debug)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/reduction.py:251(AbstractReducer)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:321(CDLL)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/gettext.py:316(GNUTranslations)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:790(Filterer)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:3401(dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:206(_BaseSelectorImpl)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.11/datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/multiprocessing/queues.py:294(JoinableQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:30(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1214(daemon)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/_datasource.py:536(Repository)
        7    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/selectors.py:442(EpollSelector)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:1362(getmask)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:504(CFunctionType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/getlimits.py:613(iinfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/ma/core.py:977(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/records.py:223(record)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:787(SystemRandom)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/lib/index_tricks.py:563(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/memmap.py:22(memmap)
